System Time, Elapsed Time (sec), Package Power (Watt), CPU Power (Watt), DRAM Power (Watt), GPU Power (Watt), E-Core Frequency (Mhz), P-Core Frequency (Mhz), GPU Frequency (Mhz), CPU MIN Temperature (C), CPU AVG Temperature (C), CPU MAX Temperature (C), GPU AVG Temperature (C), CPU Utilization (%), E-Core Utilization (%), P-Core Utilization (%), GPU Utilization (%)
11:17:53.261, 324.999, 0.308, 0.288, 0.000, 0.024, 1384, 877, 0, 47, 49, 56, 48, 7.167, 6.266, 7.615, 1.000
11:17:54.262, 326.001, 0.276, 0.276, 0.000, 0.004, 968, 1796, 0, 49, 49, 49, 48, 7.673, 8.772, 7.125, 0.000
11:17:55.255, 326.993, 0.248, 0.250, 0.000, 0.002, 958, 1739, 0, 49, 49, 49, 48, 7.763, 9.273, 7.009, 1.000
11:17:56.256, 327.995, 0.259, 0.260, 0.000, 0.002, 957, 1775, 0, 49, 49, 49, 48, 7.429, 8.291, 7.000, 0.000
11:17:57.271, 329.009, 7.221, 7.322, 0.000, 0.004, 969, 3400, 0, 48, 52, 67, 48, 15.290, 7.635, 19.094, 1.000
11:17:58.253, 329.991, 7.046, 7.146, 0.000, 0.002, 987, 3402, 0, 48, 53, 70, 48, 15.812, 8.740, 19.334, 0.000
11:17:59.253, 330.991, 6.999, 7.100, 0.000, 0.004, 954, 3402, 0, 48, 53, 72, 49, 15.397, 7.053, 19.549, 0.000
11:18:00.261, 331.999, 0.366, 0.354, 0.000, 0.016, 1001, 1916, 0, 50, 50, 50, 49, 11.974, 9.158, 13.383, 1.000
11:18:01.260, 332.998, 0.288, 0.288, 0.000, 0.004, 954, 1824, 0, 49, 49, 49, 49, 7.262, 7.305, 7.241, 0.000
11:18:02.253, 333.991, 0.243, 0.242, 0.000, 0.004, 961, 1699, 0, 49, 49, 49, 49, 7.795, 9.343, 7.026, 1.000
11:18:03.260, 334.998, 0.264, 0.264, 0.000, 0.004, 961, 1746, 0, 49, 49, 49, 49, 6.928, 6.767, 7.009, 0.000
11:18:04.260, 335.998, 0.308, 0.302, 0.000, 0.010, 993, 1713, 0, 49, 49, 49, 48, 8.020, 9.296, 7.384, 1.000
11:18:05.256, 336.994, 0.270, 0.270, 0.000, 0.004, 952, 1771, 0, 48, 48, 48, 49, 7.577, 8.750, 6.991, 0.000
11:18:06.260, 337.998, 0.239, 0.238, 0.000, 0.004, 946, 1703, 0, 48, 48, 48, 48, 7.339, 8.020, 7.000, 0.000
11:18:07.255, 338.994, 0.269, 0.268, 0.000, 0.004, 955, 1829, 0, 48, 48, 48, 48, 7.155, 7.000, 7.232, 1.000
11:18:08.261, 339.999, 0.565, 0.558, 0.000, 0.014, 1009, 1722, 0, 48, 48, 48, 48, 7.956, 8.312, 7.779, 0.000
11:18:09.261, 340.999, 0.274, 0.274, 0.000, 0.004, 954, 1825, 0, 48, 48, 48, 48, 6.911, 6.516, 7.107, 1.000
11:18:10.255, 341.993, 0.248, 0.248, 0.000, 0.004, 947, 1712, 0, 48, 48, 48, 48, 7.590, 8.521, 7.125, 0.000
11:18:11.263, 343.001, 0.245, 0.244, 0.000, 0.004, 945, 1767, 0, 48, 48, 48, 48, 7.506, 8.291, 7.116, 0.000
11:18:12.260, 343.998, 4.744, 4.800, 0.000, 0.012, 1079, 2207, 0, 47, 50, 61, 48, 11.065, 10.327, 11.432, 1.000
11:18:13.256, 344.994, 6.902, 7.000, 0.000, 0.002, 974, 3402, 0, 48, 53, 74, 48, 17.475, 13.065, 19.674, 0.000
11:18:14.253, 345.991, 6.823, 6.920, 0.000, 0.004, 1011, 3402, 0, 48, 53, 74, 48, 15.352, 7.323, 19.347, 0.000
11:18:15.252, 346.990, 0.241, 0.230, 0.000, 0.014, 981, 1572, 0, 50, 50, 50, 49, 11.843, 9.296, 13.109, 1.000
11:18:16.261, 347.999, 0.278, 0.278, 0.000, 0.004, 950, 1785, 0, 49, 49, 49, 49, 7.337, 8.128, 6.939, 0.000
11:18:17.254, 348.992, 0.266, 0.266, 0.000, 0.004, 948, 1750, 0, 49, 49, 49, 49, 7.352, 7.809, 7.125, 0.000
11:18:18.260, 349.998, 0.276, 0.276, 0.000, 0.004, 956, 1799, 0, 49, 49, 49, 48, 8.946, 12.814, 7.018, 1.000
11:18:19.260, 350.999, 6.663, 6.750, 0.000, 0.010, 1031, 3293, 0, 47, 51, 61, 48, 11.696, 8.060, 13.500, 0.000
11:18:20.261, 352.000, 7.170, 7.270, 0.000, 0.004, 1013, 3401, 0, 48, 54, 65, 48, 15.833, 8.020, 19.725, 1.000
11:18:21.261, 352.999, 7.132, 7.230, 0.000, 0.004, 964, 3402, 0, 48, 54, 75, 49, 15.417, 7.250, 19.500, 0.000
11:18:22.252, 353.990, 0.219, 0.218, 0.000, 0.004, 950, 1661, 0, 49, 49, 49, 49, 9.664, 7.595, 10.692, 0.000
11:18:23.255, 354.993, 0.414, 0.416, 0.000, 0.004, 1394, 1685, 0, 49, 49, 49, 49, 9.643, 14.750, 7.098, 0.000
11:18:24.261, 356.000, 0.245, 0.244, 0.000, 0.004, 947, 1743, 0, 49, 49, 49, 49, 7.161, 7.286, 7.098, 1.000
11:18:25.262, 357.000, 0.277, 0.278, 0.000, 0.002, 958, 1807, 0, 49, 49, 49, 49, 7.917, 9.500, 7.125, 0.000
11:18:26.256, 357.994, 0.246, 0.246, 0.000, 0.004, 958, 1757, 0, 49, 49, 49, 49, 7.763, 8.816, 7.241, 1.000
11:18:27.255, 358.993, 0.349, 0.350, 0.000, 0.004, 954, 1776, 0, 49, 49, 49, 49, 11.426, 20.301, 7.000, 0.000
11:18:28.253, 359.991, 0.231, 0.230, 0.000, 0.004, 952, 1696, 0, 49, 49, 49, 48, 8.703, 12.060, 7.026, 0.000
11:18:29.259, 360.998, 0.252, 0.252, 0.000, 0.004, 952, 1746, 0, 48, 48, 48, 48, 6.833, 6.533, 6.983, 0.000
11:18:30.273, 362.011, 7.229, 7.332, 0.000, 0.002, 967, 2618, 0, 48, 51, 59, 49, 13.711, 9.606, 15.764, 1.000
11:18:31.260, 362.998, 5.118, 5.184, 0.000, 0.008, 982, 2997, 0, 48, 53, 72, 49, 14.856, 8.440, 18.043, 0.000
11:18:32.255, 363.993, 0.263, 0.262, 0.000, 0.004, 948, 1755, 0, 50, 50, 50, 49, 7.435, 8.271, 7.018, 0.000
11:18:33.255, 364.993, 0.256, 0.256, 0.000, 0.004, 956, 1759, 0, 49, 49, 49, 49, 7.095, 7.286, 7.000, 0.000
11:18:34.255, 365.993, 0.250, 0.252, 0.000, 0.002, 950, 1704, 0, 49, 49, 49, 49, 9.273, 13.819, 7.009, 1.000
11:18:35.252, 366.990, 1.846, 1.864, 0.000, 0.008, 1154, 2468, 0, 49, 49, 49, 48, 14.917, 15.789, 14.482, 0.000
11:18:36.305, 368.043, 7.873, 7.988, 0.000, 0.002, 1015, 3396, 0, 50, 54, 70, 49, 31.571, 23.460, 35.621, 0.000
11:18:37.252, 368.990, 7.352, 7.458, 0.000, 0.002, 961, 2392, 0, 49, 54, 70, 49, 15.283, 7.937, 18.966, 0.000
11:18:38.261, 370.000, 5.125, 5.198, 0.000, 0.002, 954, 3379, 0, 49, 53, 69, 49, 15.506, 7.018, 19.703, 0.000
11:18:39.261, 370.999, 5.018, 5.088, 0.000, 0.002, 958, 3358, 0, 49, 53, 66, 49, 15.706, 7.750, 19.699, 1.000
11:18:40.261, 371.999, 5.260, 5.334, 0.000, 0.002, 952, 3359, 0, 49, 53, 67, 49, 15.847, 8.060, 19.701, 0.000
11:18:41.262, 373.001, 5.201, 5.274, 0.000, 0.002, 961, 3358, 0, 49, 53, 67, 49, 15.397, 7.071, 19.524, 0.000
11:18:42.269, 374.007, 5.250, 5.324, 0.000, 0.002, 954, 3408, 0, 49, 53, 60, 50, 15.519, 6.983, 19.776, 0.000
11:18:43.261, 374.999, 6.523, 6.616, 0.000, 0.002, 1033, 3396, 0, 49, 54, 69, 50, 15.539, 7.305, 19.625, 1.000
11:18:44.261, 376.000, 4.599, 4.652, 0.000, 0.014, 970, 2800, 0, 50, 54, 68, 50, 14.262, 7.053, 17.862, 0.000
11:18:45.262, 377.000, 0.270, 0.270, 0.000, 0.004, 952, 1779, 0, 51, 51, 51, 50, 7.641, 8.955, 6.983, 0.000
11:18:46.260, 377.998, 0.250, 0.250, 0.000, 0.004, 949, 1743, 0, 50, 50, 50, 50, 7.191, 7.557, 7.009, 1.000
11:18:47.255, 378.993, 0.263, 0.262, 0.000, 0.004, 958, 1762, 0, 50, 50, 50, 50, 7.370, 8.060, 7.026, 0.000
11:18:48.253, 379.991, 1.628, 1.634, 0.000, 0.012, 1003, 2688, 0, 50, 50, 50, 49, 10.042, 12.531, 8.794, 0.000
11:18:49.265, 381.004, 4.021, 4.078, 0.000, 0.002, 954, 2059, 0, 49, 53, 65, 50, 15.717, 6.880, 20.097, 1.000
11:18:50.263, 382.001, 3.507, 3.556, 0.000, 0.002, 970, 3358, 0, 49, 52, 58, 50, 15.586, 7.595, 19.571, 0.000
11:18:51.263, 383.001, 3.436, 3.484, 0.000, 0.002, 967, 3359, 0, 49, 52, 58, 50, 15.192, 6.030, 19.750, 0.000
11:18:52.262, 384.001, 3.367, 3.414, 0.000, 0.002, 954, 3359, 0, 49, 52, 60, 50, 15.680, 7.769, 19.625, 1.000
11:18:53.260, 384.998, 4.398, 4.460, 0.000, 0.002, 954, 3379, 0, 49, 53, 62, 50, 15.301, 6.549, 19.650, 0.000
11:18:54.245, 385.983, 0.193, 0.192, 0.000, 0.004, 952, 1602, 0, 50, 50, 50, 50, 7.980, 6.633, 8.651, 0.000
11:18:55.255, 386.994, 0.298, 0.298, 0.000, 0.004, 982, 1816, 0, 50, 50, 50, 50, 7.864, 9.476, 7.063, 1.000
11:18:56.254, 387.993, 0.258, 0.258, 0.000, 0.004, 958, 1766, 0, 50, 50, 50, 50, 7.280, 8.040, 6.901, 0.000
11:18:57.256, 388.994, 0.245, 0.244, 0.000, 0.004, 966, 1703, 0, 50, 50, 50, 50, 7.833, 9.273, 7.116, 0.000
11:18:58.279, 390.017, 5.996, 6.082, 0.000, 0.002, 957, 3359, 0, 49, 53, 65, 50, 14.715, 8.313, 17.905, 0.000
11:18:59.260, 390.998, 0.278, 0.278, 0.000, 0.004, 947, 1796, 0, 51, 51, 51, 50, 8.696, 8.440, 8.824, 1.000
11:19:00.260, 391.998, 0.323, 0.322, 0.000, 0.006, 954, 1873, 0, 50, 50, 50, 50, 9.159, 11.529, 7.980, 0.000
11:19:01.254, 392.993, 0.279, 0.278, 0.000, 0.004, 947, 1864, 0, 50, 50, 50, 50, 8.319, 11.364, 6.801, 1.000
11:19:02.255, 393.993, 0.245, 0.244, 0.000, 0.004, 956, 1719, 0, 50, 50, 50, 49, 7.853, 9.045, 7.259, 0.000
11:19:03.263, 395.001, 7.059, 7.160, 0.000, 0.004, 955, 3400, 0, 49, 53, 67, 49, 14.873, 8.685, 17.936, 0.000
11:19:04.262, 396.001, 6.955, 7.052, 0.000, 0.004, 1043, 3039, 0, 50, 54, 70, 50, 15.604, 7.089, 19.824, 1.000
11:19:05.262, 397.000, 7.065, 7.162, 0.000, 0.004, 965, 3401, 0, 49, 55, 75, 50, 15.970, 9.023, 19.448, 0.000
11:19:06.253, 397.991, 6.873, 6.970, 0.000, 0.004, 961, 3403, 0, 49, 55, 75, 50, 15.372, 7.360, 19.367, 0.000
11:19:07.253, 398.991, 6.872, 6.970, 0.000, 0.004, 954, 3402, 0, 50, 55, 75, 50, 15.474, 7.500, 19.451, 0.000
11:19:08.252, 399.991, 6.769, 6.862, 0.000, 0.004, 1011, 3403, 0, 50, 55, 75, 50, 15.029, 6.566, 19.245, 1.000
11:19:09.245, 400.983, 0.203, 0.196, 0.000, 0.010, 963, 1515, 0, 51, 51, 51, 50, 10.592, 7.268, 12.250, 0.000
11:19:10.261, 401.999, 0.298, 0.298, 0.000, 0.004, 948, 1835, 0, 51, 51, 51, 50, 7.521, 8.437, 7.063, 0.000
11:19:11.254, 402.993, 0.235, 0.234, 0.000, 0.004, 954, 1710, 0, 51, 51, 51, 50, 7.364, 7.809, 7.143, 1.000
11:19:12.255, 403.993, 0.250, 0.250, 0.000, 0.004, 954, 1745, 0, 51, 51, 51, 50, 7.321, 8.000, 6.983, 0.000
11:19:13.260, 404.999, 0.319, 0.320, 0.000, 0.004, 1058, 1786, 0, 51, 51, 51, 50, 8.590, 11.529, 7.125, 0.000
11:19:14.254, 405.992, 0.255, 0.254, 0.000, 0.004, 951, 1757, 0, 50, 50, 50, 50, 9.045, 13.065, 7.035, 0.000
11:19:15.253, 406.991, 0.233, 0.232, 0.000, 0.004, 958, 1699, 0, 50, 50, 50, 50, 7.494, 8.500, 6.991, 0.000
11:19:16.254, 407.993, 0.256, 0.256, 0.000, 0.004, 954, 1750, 0, 50, 50, 50, 49, 7.327, 7.789, 7.098, 1.000
11:19:17.255, 408.993, 0.484, 0.474, 0.000, 0.016, 962, 1802, 0, 50, 50, 50, 49, 7.937, 8.543, 7.635, 0.000
11:19:18.263, 410.001, 0.304, 0.304, 0.000, 0.004, 954, 1849, 0, 50, 50, 50, 49, 8.667, 11.779, 7.116, 0.000
11:19:19.261, 410.999, 0.235, 0.234, 0.000, 0.004, 954, 1714, 0, 50, 50, 50, 49, 7.143, 7.342, 7.044, 1.000
11:19:20.254, 411.992, 0.251, 0.250, 0.000, 0.004, 971, 1703, 0, 50, 50, 50, 49, 7.923, 9.774, 7.000, 0.000
11:19:21.256, 412.994, 6.208, 6.288, 0.000, 0.010, 1018, 3054, 0, 48, 52, 67, 49, 11.516, 8.209, 13.168, 0.000
11:19:22.255, 413.993, 7.655, 7.764, 0.000, 0.002, 954, 3402, 0, 49, 55, 71, 49, 15.635, 7.557, 19.650, 1.000
11:19:23.253, 414.992, 7.552, 7.658, 0.000, 0.002, 954, 3403, 0, 49, 55, 77, 50, 15.072, 6.616, 19.289, 0.000
11:19:24.253, 415.991, 7.575, 7.682, 0.000, 0.002, 954, 3402, 0, 51, 55, 73, 50, 17.589, 13.861, 19.455, 0.000
11:19:25.254, 416.993, 7.537, 7.646, 0.000, 0.002, 954, 3402, 0, 50, 55, 75, 50, 15.759, 8.333, 19.448, 1.000
11:19:26.252, 417.991, 7.562, 7.672, 0.000, 0.002, 958, 3402, 0, 50, 55, 75, 51, 15.442, 7.305, 19.476, 0.000
11:19:27.261, 418.999, 7.420, 7.526, 0.000, 0.002, 997, 3402, 0, 51, 55, 66, 51, 15.633, 7.232, 19.802, 0.000
11:19:28.253, 419.991, 7.395, 7.502, 0.000, 0.002, 954, 3402, 0, 51, 55, 76, 51, 15.314, 7.035, 19.448, 0.000
11:19:29.252, 420.991, 7.374, 7.480, 0.000, 0.002, 954, 3403, 0, 51, 56, 78, 51, 15.507, 8.060, 19.221, 1.000
11:19:30.251, 421.989, 7.569, 7.676, 0.000, 0.002, 1117, 3400, 0, 51, 56, 78, 51, 16.569, 10.050, 19.824, 0.000
11:19:31.252, 422.991, 7.415, 7.524, 0.000, 0.002, 954, 3402, 0, 51, 56, 78, 51, 15.519, 7.500, 19.503, 0.000
11:19:32.253, 423.991, 7.475, 7.584, 0.000, 0.000, 954, 2830, 0, 51, 56, 69, 51, 14.634, 5.316, 19.270, 0.000
11:19:33.263, 425.001, 7.651, 7.762, 0.000, 0.000, 961, 3401, 0, 52, 56, 74, 51, 14.955, 5.172, 19.852, 1.000
11:19:34.252, 425.990, 7.530, 7.642, 0.000, 0.000, 958, 3402, 0, 51, 56, 76, 51, 14.527, 5.063, 19.265, 0.000
11:19:35.252, 426.990, 7.585, 7.698, 0.000, 0.000, 964, 3402, 0, 52, 57, 76, 52, 15.493, 7.214, 19.627, 0.000
11:19:36.244, 427.982, 0.199, 0.176, 0.000, 0.026, 1638, 818, 0, 52, 56, 76, 52, 7.282, 7.379, 7.234, 1.000
11:19:37.252, 428.990, 0.250, 0.250, 0.000, 0.004, 999, 1757, 0, 51, 51, 51, 51, 8.553, 11.166, 7.257, 2.000
11:19:38.261, 429.999, 0.250, 0.250, 0.000, 0.004, 948, 1735, 0, 51, 51, 51, 51, 7.238, 7.750, 6.983, 0.000
11:19:39.262, 431.000, 0.243, 0.242, 0.000, 0.004, 945, 1713, 0, 51, 51, 51, 51, 7.167, 7.250, 7.125, 0.000
11:19:40.273, 432.011, 7.533, 7.640, 0.000, 0.002, 962, 3399, 0, 50, 55, 72, 51, 15.359, 7.389, 19.315, 1.000
11:19:41.245, 432.983, 7.257, 7.362, 0.000, 0.002, 955, 3402, 0, 51, 55, 75, 51, 15.285, 7.273, 19.276, 0.000
11:19:42.254, 433.992, 7.253, 7.358, 0.000, 0.002, 954, 3402, 0, 51, 56, 75, 51, 15.847, 8.750, 19.399, 0.000
11:19:43.245, 434.984, 0.174, 0.172, 0.000, 0.004, 954, 1511, 0, 53, 53, 53, 52, 9.707, 7.576, 10.763, 1.000
11:19:44.259, 435.997, 0.286, 0.286, 0.000, 0.004, 954, 1842, 0, 52, 52, 52, 51, 7.490, 8.395, 7.037, 0.000
11:19:45.254, 436.992, 0.248, 0.248, 0.000, 0.004, 953, 1718, 0, 52, 52, 52, 51, 7.346, 8.020, 7.009, 0.000
11:19:46.255, 437.993, 0.237, 0.236, 0.000, 0.004, 954, 1717, 0, 51, 51, 51, 51, 6.850, 6.566, 6.991, 0.000
11:19:47.260, 438.998, 0.345, 0.346, 0.000, 0.004, 951, 1960, 0, 51, 51, 51, 51, 8.271, 8.416, 8.199, 1.000
11:19:48.254, 439.992, 0.233, 0.232, 0.000, 0.004, 952, 1680, 0, 51, 51, 51, 51, 8.608, 11.959, 6.944, 0.000
11:19:49.259, 440.997, 0.245, 0.244, 0.000, 0.004, 953, 1722, 0, 51, 51, 51, 50, 7.398, 8.229, 6.983, 0.000
11:19:50.255, 441.993, 0.249, 0.248, 0.000, 0.004, 950, 1721, 0, 51, 51, 51, 50, 7.441, 8.101, 7.116, 1.000
11:19:51.260, 442.999, 7.055, 7.150, 0.000, 0.006, 967, 3401, 0, 50, 53, 62, 50, 13.284, 9.181, 15.328, 0.000
11:19:52.253, 443.991, 0.138, 0.136, 0.000, 0.004, 954, 1367, 0, 51, 51, 51, 50, 7.825, 8.763, 7.355, 1.000
11:19:53.256, 444.994, 0.270, 0.270, 0.000, 0.004, 957, 1806, 0, 51, 51, 51, 51, 7.510, 8.108, 7.213, 0.000
11:19:54.256, 445.994, 0.222, 0.220, 0.000, 0.004, 949, 1671, 0, 51, 51, 51, 50, 7.023, 7.035, 7.018, 0.000
11:19:55.258, 446.997, 0.250, 0.250, 0.000, 0.004, 950, 1729, 0, 50, 50, 50, 50, 7.339, 8.040, 6.991, 0.000
11:19:56.281, 448.019, 7.457, 7.562, 0.000, 0.002, 955, 3400, 0, 50, 54, 69, 50, 15.661, 9.291, 18.849, 1.000
11:19:57.267, 449.005, 7.146, 7.246, 0.000, 0.004, 974, 3401, 0, 51, 56, 66, 50, 16.244, 9.463, 19.595, 0.000
11:19:58.260, 449.998, 7.149, 7.252, 0.000, 0.002, 970, 3402, 0, 51, 55, 73, 51, 15.365, 7.035, 19.546, 0.000
11:19:59.270, 451.008, 7.148, 7.250, 0.000, 0.002, 961, 3402, 0, 50, 55, 74, 51, 15.719, 7.828, 19.625, 1.000
11:20:00.269, 452.008, 3.334, 3.368, 0.000, 0.014, 979, 2222, 0, 53, 55, 69, 51, 13.583, 8.271, 16.230, 0.000
11:20:01.269, 453.007, 0.302, 0.302, 0.000, 0.004, 961, 1829, 0, 52, 52, 52, 51, 8.361, 10.697, 7.196, 1.000
11:20:02.272, 454.010, 0.257, 0.256, 0.000, 0.004, 954, 1761, 0, 51, 51, 51, 51, 7.660, 9.114, 6.936, 0.000
11:20:03.270, 455.008, 0.262, 0.262, 0.000, 0.004, 958, 1760, 0, 51, 51, 51, 51, 7.827, 9.227, 7.125, 0.000
11:20:04.268, 456.006, 0.352, 0.350, 0.000, 0.006, 1147, 1753, 0, 51, 51, 51, 51, 8.368, 10.354, 7.384, 1.000
11:20:05.267, 457.006, 0.306, 0.310, 0.000, 0.000, 1057, 1732, 0, 51, 51, 51, 50, 7.860, 9.799, 6.892, 1.000
11:20:06.267, 458.005, 0.219, 0.222, 0.000, 0.000, 949, 1758, 0, 51, 51, 51, 50, 6.828, 6.000, 7.241, 0.000
11:20:07.267, 459.005, 0.227, 0.230, 0.000, 0.000, 960, 1688, 0, 50, 50, 50, 50, 6.845, 6.784, 6.875, 1.000
11:20:08.260, 459.998, 0.219, 0.222, 0.000, 0.000, 951, 1678, 0, 50, 50, 50, 50, 6.511, 5.514, 7.009, 0.000
11:20:09.270, 461.008, 0.229, 0.232, 0.000, 0.000, 960, 1701, 0, 50, 50, 50, 50, 6.828, 6.500, 6.991, 0.000
11:20:10.267, 462.005, 0.211, 0.214, 0.000, 0.000, 947, 1701, 0, 50, 50, 50, 50, 6.862, 6.801, 6.892, 0.000
11:20:11.268, 463.006, 0.221, 0.224, 0.000, 0.000, 970, 1709, 0, 50, 50, 50, 50, 6.484, 5.486, 6.983, 0.000
11:20:12.276, 464.014, 0.225, 0.228, 0.000, 0.000, 947, 1750, 0, 50, 50, 50, 50, 6.650, 5.721, 7.116, 0.000
11:20:13.268, 465.007, 0.215, 0.218, 0.000, 0.000, 956, 1693, 0, 50, 50, 50, 50, 6.433, 5.025, 7.134, 1.000
11:20:14.271, 466.009, 0.355, 0.360, 0.000, 0.000, 1185, 1694, 0, 50, 50, 50, 50, 9.508, 14.787, 6.875, 0.000
11:20:15.271, 467.010, 0.274, 0.278, 0.000, 0.000, 950, 1885, 0, 50, 50, 50, 50, 6.511, 5.528, 7.000, 0.000
11:20:16.271, 468.009, 0.199, 0.202, 0.000, 0.000, 961, 1648, 0, 50, 50, 50, 50, 6.611, 6.030, 6.901, 0.000
11:20:17.273, 469.011, 0.225, 0.228, 0.000, 0.000, 947, 1740, 0, 50, 50, 50, 49, 6.484, 5.237, 7.107, 0.000
11:20:18.274, 470.012, 0.314, 0.318, 0.000, 0.000, 960, 1889, 0, 50, 50, 50, 49, 7.597, 8.416, 7.187, 0.000
11:20:19.271, 471.010, 0.213, 0.216, 0.000, 0.000, 951, 1707, 0, 50, 50, 50, 49, 6.408, 5.089, 7.062, 0.000
11:20:20.264, 472.002, 0.264, 0.268, 0.000, 0.000, 971, 1795, 0, 50, 50, 50, 49, 6.495, 5.500, 6.991, 0.000
11:20:21.273, 473.011, 0.205, 0.208, 0.000, 0.000, 961, 1665, 0, 50, 50, 50, 49, 6.198, 4.774, 6.910, 1.000
11:20:22.274, 474.013, 0.225, 0.228, 0.000, 0.000, 959, 1690, 0, 50, 50, 50, 49, 6.661, 6.030, 6.974, 0.000
11:20:23.272, 475.010, 0.221, 0.224, 0.000, 0.000, 963, 1699, 0, 50, 50, 50, 49, 6.667, 5.985, 7.009, 0.000
11:20:24.272, 476.010, 0.526, 0.534, 0.000, 0.000, 1560, 1734, 0, 50, 50, 50, 49, 8.674, 12.060, 6.991, 0.000
11:20:25.274, 477.012, 0.215, 0.218, 0.000, 0.000, 946, 1736, 0, 50, 50, 50, 49, 6.522, 5.528, 7.018, 0.000
11:20:26.273, 478.011, 0.194, 0.196, 0.000, 0.000, 957, 1639, 0, 50, 50, 50, 49, 6.411, 5.237, 7.000, 0.000
11:20:27.275, 479.013, 0.258, 0.262, 0.000, 0.000, 962, 1754, 0, 50, 50, 50, 49, 7.066, 7.000, 7.098, 0.000
11:20:28.276, 480.014, 0.221, 0.224, 0.000, 0.000, 959, 1708, 0, 50, 50, 50, 49, 6.250, 4.750, 7.000, 1.000
11:20:29.281, 481.020, 0.221, 0.224, 0.000, 0.000, 960, 1718, 0, 49, 49, 49, 49, 6.167, 4.762, 6.866, 0.000
11:20:30.273, 482.011, 0.215, 0.218, 0.000, 0.000, 947, 1753, 0, 49, 49, 49, 49, 6.706, 6.045, 7.035, 0.000
11:20:31.275, 483.013, 0.207, 0.210, 0.000, 0.000, 947, 1651, 0, 49, 49, 49, 49, 6.406, 5.013, 7.098, 0.000
11:20:32.274, 484.013, 0.239, 0.242, 0.000, 0.000, 957, 1721, 0, 49, 49, 49, 49, 6.994, 6.983, 7.000, 0.000
11:20:33.276, 485.014, 0.396, 0.362, 0.000, 0.040, 1383, 1482, 0, 49, 49, 49, 49, 8.757, 12.030, 7.125, 1.000
11:20:34.267, 486.005, 0.500, 0.456, 0.000, 0.050, 1046, 1962, 0, 49, 49, 49, 49, 11.706, 18.228, 8.489, 2.000
11:20:35.282, 487.020, 0.330, 0.320, 0.000, 0.014, 975, 1783, 0, 49, 49, 49, 49, 10.963, 17.955, 7.472, 12.000
11:20:36.286, 488.024, 0.707, 0.676, 0.000, 0.040, 1050, 2003, 0, 49, 49, 49, 49, 8.224, 9.383, 7.645, 3.000
